housing_median_age,population,median_income,median_house_value,ocean_proximity,rooms_per_household,population_per_household,bedrooms_per_room
9.0,1628.0,2.085,92600.0,NEAR OCEAN,4.3393258426966295,3.6584269662921347,0.24443293630243398
37.0,959.0,3.3636,257700.0,<1H OCEAN,4.29242819843342,2.503916449086162,0.2402676399026764
30.0,316.0,2.1987,124000.0,INLAND,24.024193548387096,2.5483870967741935,0.19570325612621686
40.0,729.0,2.4688,236400.0,<1H OCEAN,3.6472303206997085,2.1253644314868803,0.2685851318944844
26.0,1615.0,6.1624,279400.0,<1H OCEAN,6.507380073800738,2.9797047970479706,0.1550893110292033
32.0,937.0,3.4408,95200.0,<1H OCEAN,5.3201133144475925,2.6543909348441925,0.1810436634717785
17.0,3080.0,3.168,189400.0,<1H OCEAN,4.165820642978003,2.6057529610829104,0.2532493907392364
20.0,852.0,1.6354,49000.0,INLAND,5.190283400809717,3.4493927125506074,0.21294851794071762
28.0,1963.0,3.9028,367900.0,<1H OCEAN,4.853277835587929,2.0426638917793967,0.22298456260720412
20.0,478.0,5.93,384600.0,<1H OCEAN,6.2896174863387975,2.612021857923497,0.1833188531711555
41.0,1237.0,4.2415,409600.0,<1H OCEAN,5.105015673981192,1.938871473354232,0.20847405587964385
30.0,1296.0,2.125,66100.0,INLAND,5.201663201663202,2.6943866943866945,0.2090327737809752
38.0,1777.0,2.0848,135200.0,<1H OCEAN,3.4036281179138324,4.029478458049887,0.2911392405063291
20.0,1637.0,3.2388,256300.0,<1H OCEAN,4.137791286727457,1.6585612968591692,0.26003917727717923
52.0,154.0,0.8738,75000.0,INLAND,3.376470588235294,1.811764705882353,0.4146341463414634
21.0,1789.0,5.0543,232000.0,<1H OCEAN,6.760925449871466,4.598971722365039,0.16958174904942966
36.0,837.0,4.6992,251900.0,<1H OCEAN,6.588014981273409,3.134831460674157,0.16770892552586697
30.0,1112.0,1.7262,115600.0,<1H OCEAN,4.23109243697479,4.6722689075630255,0.25819265143992054
7.0,747.0,3.9,147000.0,INLAND,6.554716981132075,2.818867924528302,0.1669545192861255
47.0,1353.0,4.016,274500.0,NEAR BAY,4.743131868131868,1.8585164835164836,0.22560092673037938
19.0,518.0,6.3325,250000.0,<1H OCEAN,6.748502994011976,3.1017964071856285,0.15084294587400177
22.0,1198.0,3.9792,133900.0,<1H OCEAN,5.855203619909502,2.7104072398190047,0.16808346213292116
25.0,1614.0,3.4722,127000.0,INLAND,5.313380281690141,2.841549295774648,0.20079522862823063
28.0,1351.0,3.2052,283600.0,<1H OCEAN,4.0028694404591105,1.9383070301291248,0.26810035842293906
27.0,2855.0,4.7478,243500.0,<1H OCEAN,5.7625,2.9739583333333335,0.17588575560375994
43.0,943.0,1.9861,47700.0,INLAND,4.635416666666667,3.2743055555555554,0.20973782771535582
15.0,407.0,4.375,158000.0,<1H OCEAN,5.373626373626373,2.2362637362637363,0.19120654396728015
20.0,1363.0,1.023,54200.0,INLAND,4.194762684124386,2.230769230769231,0.25673039406944986
48.0,789.0,3.5714,84600.0,INLAND,5.94392523364486,2.457943925233645,0.17348008385744235
34.0,1409.0,3.2338,101800.0,INLAND,5.177570093457944,2.633644859813084,0.1963898916967509
30.0,1883.0,5.766,186100.0,NEAR OCEAN,6.608823529411764,2.7691176470588235,0.14842011570983535
32.0,771.0,4.3542,142600.0,INLAND,7.122186495176849,2.4790996784565915,0.15846501128668172
43.0,749.0,1.962,52700.0,INLAND,4.5576923076923075,3.6009615384615383,0.23312236286919832
34.0,2073.0,2.3062,158000.0,<1H OCEAN,4.4148148148148145,3.838888888888889,0.2533557046979866
9.0,1782.0,3.2604,93300.0,INLAND,5.018105849582173,2.481894150417827,0.21815154038301415
12.0,3628.0,3.0905,117800.0,INLAND,5.122489959839357,2.428380187416332,0.2061936495491964
18.0,945.0,3.4044,115300.0,INLAND,6.171232876712328,3.2363013698630136,0.18423973362930077
44.0,1145.0,2.5694,92400.0,INLAND,5.10934393638171,2.2763419483101393,0.1980544747081712
40.0,751.0,6.0,384200.0,NEAR OCEAN,5.990196078431373,2.454248366013072,0.16803055100927441
16.0,975.0,1.7878,55000.0,<1H OCEAN,4.329563812600969,1.5751211631663975,0.2626865671641791
36.0,1827.0,3.3371,94600.0,INLAND,4.96697247706422,3.3522935779816514,0.20317694865164387
14.0,2298.0,1.6168,71800.0,INLAND,4.413314840499306,3.187239944521498,0.22941546197360152
37.0,2076.0,3.6625,154800.0,NEAR OCEAN,5.601607347876005,2.383467278989667,0.18569378971100636
26.0,2288.0,4.2281,206000.0,<1H OCEAN,5.990062111801242,2.8422360248447207,0.17523849025300706
40.0,2219.0,1.2101,49100.0,INLAND,3.978217821782178,4.394059405940594,0.25833748133399703
19.0,361.0,6.02,304200.0,<1H OCEAN,5.368794326241135,2.5602836879432624,0.1955085865257596
46.0,674.0,3.5909,155400.0,<1H OCEAN,5.913725490196079,2.6431372549019607,0.17307692307692307
22.0,1870.0,2.774,190200.0,INLAND,5.114023591087811,2.450851900393185,0.21655561250640698
37.0,1673.0,1.4625,103000.0,<1H OCEAN,4.247844827586207,3.605603448275862,0.2602739726027397
28.0,2974.0,3.6875,353900.0,NEAR BAY,4.65566037735849,2.004043126684636,0.22492401215805471
6.0,66.0,3.125,65000.0,INLAND,3.8095238095238093,3.142857142857143,0.2
52.0,1154.0,4.5744,315200.0,NEAR OCEAN,5.429245283018868,2.7216981132075473,0.19852302345786274
36.0,557.0,3.0795,218400.0,<1H OCEAN,5.1571428571428575,2.6523809523809523,0.2012927054478301
17.0,715.0,2.3295,55000.0,INLAND,4.095890410958904,4.897260273972603,0.26755852842809363
37.0,533.0,3.2135,123600.0,INLAND,5.541322314049586,2.2024793388429753,0.19090231170768082
34.0,1227.0,3.8929,187500.0,<1H OCEAN,4.441037735849057,2.893867924528302,0.21667551779075941
52.0,1137.0,5.3185,358000.0,<1H OCEAN,6.210023866348449,2.7136038186157516,0.1606456571867794
39.0,954.0,3.875,236400.0,<1H OCEAN,5.386819484240688,2.7335243553008595,0.1952127659574468
37.0,1325.0,4.0938,126900.0,NEAR BAY,5.979591836734694,2.458256029684601,0.1749922432516289
22.0,1010.0,3.4527,175000.0,NEAR OCEAN,4.708624708624709,2.3543123543123543,0.2306930693069307
30.0,469.0,3.9688,175000.0,INLAND,6.60431654676259,3.3741007194244603,0.16775599128540306
12.0,3960.0,3.5968,106300.0,INLAND,5.841346153846154,3.173076923076923,0.17599451303155006
39.0,1388.0,2.9688,232000.0,NEAR OCEAN,5.579207920792079,3.4356435643564356,0.2706299911268855
23.0,3573.0,2.3006,69000.0,INLAND,5.0817460317460315,2.835714285714286,0.2399396116403769
52.0,415.0,1.9464,249000.0,NEAR BAY,5.226415094339623,2.610062893081761,0.21058965102286403
45.0,645.0,4.4,209500.0,<1H OCEAN,5.15625,2.51953125,0.19393939393939394
30.0,1660.0,2.8359,80300.0,INLAND,4.948356807511737,2.5978090766823163,0.20240354206198607
34.0,1356.0,3.4211,141100.0,<1H OCEAN,4.882716049382716,4.185185185185185,0.2168141592920354
46.0,1068.0,2.4615,177800.0,<1H OCEAN,4.465573770491804,3.501639344262295,0.2356828193832599
17.0,1288.0,1.9386,106300.0,NEAR OCEAN,4.406103286384977,3.023474178403756,0.309536494405967
28.0,929.0,1.27,53100.0,INLAND,4.672972972972973,2.5108108108108107,0.24233661075766338
34.0,1962.0,8.3678,455300.0,NEAR BAY,7.860304287690179,2.7136929460580914,0.1328523667077248
36.0,1079.0,1.7463,158300.0,<1H OCEAN,3.4244897959183676,4.404081632653061,0.29797377830750893
30.0,1500.0,3.5391,55900.0,INLAND,5.229468599033816,3.6231884057971016,0.24757505773672056
46.0,601.0,2.4219,90600.0,NEAR OCEAN,3.5641025641025643,3.082051282051282,0.26187050359712233
25.0,1699.0,5.653,225800.0,<1H OCEAN,7.043388429752066,3.510330578512397,0.14461718979172777
33.0,470.0,2.6897,148300.0,INLAND,4.467661691542289,2.3383084577114426,0.21158129175946547
25.0,1830.0,2.5804,97900.0,INLAND,5.213197969543147,3.0964467005076144,0.20610191496267447
17.0,1713.0,6.0471,248400.0,<1H OCEAN,6.535849056603774,3.232075471698113,0.1498267898383372
26.0,974.0,1.3903,184400.0,NEAR OCEAN,4.5015772870662465,3.0725552050473186,0.27049754730203224
44.0,531.0,4.0598,335900.0,<1H OCEAN,4.3828125,2.07421875,0.2557932263814617
13.0,822.0,3.4107,142500.0,INLAND,5.15625,12.84375,0.21818181818181817
18.0,781.0,2.5625,153100.0,<1H OCEAN,3.473529411764706,2.2970588235294116,0.2988992379339543
32.0,1342.0,2.7958,59000.0,INLAND,5.0632603406326036,3.265206812652068,0.2268140317155214
28.0,29.0,8.0,275000.0,NEAR OCEAN,2.888888888888889,3.2222222222222223,0.11538461538461539
14.0,894.0,2.3712,127900.0,INLAND,5.304651162790698,2.0790697674418603,0.1867601928978518
47.0,582.0,2.9514,198100.0,NEAR BAY,4.80078125,2.2734375,0.19772172497965826
37.0,2009.0,3.6583,177300.0,<1H OCEAN,3.625,3.393581081081081,0.26700838769804286
17.0,1244.0,4.7143,202900.0,<1H OCEAN,6.466666666666667,2.5131313131313133,0.1646360512339894
17.0,357.0,5.1478,138900.0,NEAR OCEAN,5.103448275862069,4.103448275862069,0.18693693693693694
3.0,2874.0,5.3638,206300.0,INLAND,6.444695259593679,3.2437923250564333,0.16094570928196147
30.0,847.0,6.7192,397500.0,NEAR BAY,7.130434782608695,2.630434782608696,0.14329268292682926
44.0,1521.0,1.7213,61600.0,INLAND,4.894353369763206,2.7704918032786887,0.23074060290286566
37.0,1602.0,6.4666,348200.0,NEAR BAY,6.608910891089109,2.6435643564356437,0.1533083645443196
16.0,312.0,3.7578,137500.0,INLAND,2.539473684210526,4.105263157894737,0.23316062176165803
36.0,1793.0,4.2472,292500.0,NEAR OCEAN,5.632768361581921,2.5324858757062145,0.18355065195586762
15.0,1064.0,1.8967,96600.0,INLAND,5.40877598152425,2.4572748267898383,0.22843723313407344
23.0,1938.0,2.725,95300.0,INLAND,5.633738601823708,2.945288753799392,0.20744537361748044
29.0,859.0,6.6605,220700.0,INLAND,7.825396825396825,2.726984126984127,0.13265720081135904
47.0,724.0,5.7509,474100.0,<1H OCEAN,5.212218649517685,2.327974276527331,0.19370758790869833
22.0,1145.0,4.5268,108400.0,INLAND,9.880898876404494,2.5730337078651684,0.21173527405048898
33.0,394.0,4.6875,246200.0,<1H OCEAN,6.924242424242424,2.984848484848485,0.16083150984682712
35.0,996.0,5.7368,287200.0,<1H OCEAN,6.2368421052631575,2.6210526315789475,0.159915611814346
48.0,129.0,1.1875,63800.0,INLAND,5.492063492063492,2.0476190476190474,0.2658959537572254
27.0,2099.0,3.4,224100.0,<1H OCEAN,5.049459041731066,3.2442040185471406,0.23324150596877868
17.0,384.0,1.8229,137500.0,NEAR BAY,4.903345724907063,1.4275092936802973,0.2395754359363154
20.0,120.0,1.0938,187500.0,<1H OCEAN,1.1304347826086956,1.7391304347826086,0.9230769230769231
18.0,1042.0,3.1364,150000.0,NEAR OCEAN,3.629032258064516,1.4005376344086022,0.34703703703703703
35.0,1093.0,4.0167,165500.0,<1H OCEAN,4.950261780104712,2.8612565445026177,0.1866737176097303
18.0,263.0,6.1288,350000.0,<1H OCEAN,8.154545454545454,2.390909090909091,0.15830546265328874
48.0,1980.0,4.0156,500001.0,NEAR BAY,3.63680387409201,1.5980629539951574,0.29782512205947625
52.0,547.0,7.8705,500001.0,<1H OCEAN,8.096774193548388,2.9408602150537635,0.13811420982735723
38.0,1122.0,4.1908,500001.0,<1H OCEAN,5.213286713286713,1.9615384615384615,0.22266934942991282
50.0,462.0,2.9844,179900.0,NEAR BAY,5.260869565217392,2.510869565217391,0.20144628099173553
44.0,709.0,4.4271,336200.0,<1H OCEAN,5.51417004048583,2.8704453441295548,0.17400881057268722
25.0,300.0,3.8062,340900.0,INLAND,4.5576923076923075,2.8846153846153846,0.1940928270042194
31.0,1121.0,6.244,240000.0,INLAND,6.828947368421052,2.4583333333333335,0.13808606294155426
21.0,3240.0,3.6797,271100.0,<1H OCEAN,4.233418367346939,2.066326530612245,0.24615848147032238
13.0,3739.0,4.0313,299300.0,<1H OCEAN,5.079119086460032,3.0497553017944536,0.21149831379476475
16.0,2464.0,6.6204,296100.0,<1H OCEAN,6.729303547963206,3.23784494086728,0.14352665495020503
52.0,727.0,4.5833,333900.0,<1H OCEAN,4.816901408450704,2.047887323943662,0.2046783625730994
15.0,1740.0,6.7543,251900.0,<1H OCEAN,7.185567010309279,3.5876288659793816,0.14892395982783357
25.0,2400.0,3.4702,161900.0,<1H OCEAN,4.593333333333334,3.2,0.23251088534107403
32.0,575.0,5.3986,318700.0,<1H OCEAN,6.94468085106383,2.4468085106382977,0.14950980392156862
28.0,1266.0,2.2788,146300.0,NEAR OCEAN,4.792626728110599,2.9170506912442398,0.20528846153846153
15.0,2007.0,4.4609,230000.0,INLAND,6.129496402877698,2.887769784172662,0.1807511737089202
24.0,1519.0,3.3036,183900.0,<1H OCEAN,3.75,2.1454802259887007,0.26440677966101694
49.0,1138.0,2.875,225000.0,NEAR OCEAN,5.264615384615385,3.5015384615384617,0.2033898305084746
12.0,1226.0,5.4819,183800.0,<1H OCEAN,5.759345794392523,2.864485981308411,0.16713995943204868
21.0,414.0,3.7991,175000.0,<1H OCEAN,4.907407407407407,2.5555555555555554,0.2050314465408805
21.0,2268.0,2.567,70400.0,INLAND,5.091935483870968,3.6580645161290324,0.2017738359201774
27.0,1935.0,2.4148,67500.0,NEAR OCEAN,3.9142091152815013,2.5938337801608577,0.2636986301369863
38.0,1098.0,1.5109,104000.0,<1H OCEAN,4.895622895622895,3.696969696969697,0.2221458046767538
42.0,555.0,4.4821,271900.0,<1H OCEAN,4.45,2.775,0.20112359550561798
26.0,639.0,6.8226,329800.0,<1H OCEAN,7.977678571428571,2.8526785714285716,0.12702853945159484
52.0,272.0,1.625,187500.0,INLAND,3.0320855614973263,1.4545454545454546,0.3403880070546737
32.0,1064.0,3.6989,208600.0,<1H OCEAN,5.192037470725995,2.4918032786885247,0.19034731619305367
34.0,861.0,3.6875,246400.0,<1H OCEAN,4.419664268585132,2.064748201438849,0.23982637004883342
12.0,1724.0,1.4712,60400.0,INLAND,5.251937984496124,3.3410852713178296,0.21217712177121772
42.0,945.0,0.8991,78900.0,NEAR OCEAN,4.689922480620155,3.6627906976744184,0.2413223140495868
15.0,1380.0,5.8686,181100.0,<1H OCEAN,5.017114914425428,3.374083129584352,0.19736842105263158
25.0,1681.0,3.369,134400.0,<1H OCEAN,4.610512129380054,2.265498652291105,0.2347266881028939
17.0,887.0,1.8438,76400.0,INLAND,5.322784810126582,2.8069620253164556,0.19738406658739596
4.0,2088.0,5.5351,429000.0,<1H OCEAN,8.584269662921349,2.932584269662921,0.1456151832460733
28.0,1358.0,2.52,131900.0,<1H OCEAN,3.7859649122807015,4.764912280701754,0.283595922150139
37.0,179.0,6.2862,500001.0,NEAR BAY,5.072463768115942,2.5942028985507246,0.16285714285714287
15.0,993.0,5.5164,248900.0,<1H OCEAN,6.644012944983818,3.2135922330097086,0.15635655138821236
43.0,944.0,3.2632,138100.0,INLAND,5.613744075829384,2.2369668246445498,0.17433516251582945
19.0,216.0,2.7083,64500.0,INLAND,6.475,2.7,0.2084942084942085
47.0,4225.0,1.6725,187500.0,<1H OCEAN,2.063858695652174,2.870244565217391,0.5046082949308756
28.0,450.0,2.1029,108600.0,INLAND,5.063291139240507,2.848101265822785,0.18625
30.0,2568.0,5.4746,226400.0,<1H OCEAN,5.998745294855709,3.2220828105395234,0.17381300983057937
17.0,1139.0,2.6875,157300.0,NEAR BAY,4.5181818181818185,2.070909090909091,0.2084507042253521
35.0,912.0,5.9567,294300.0,<1H OCEAN,6.092651757188499,2.913738019169329,0.1709491347666492
33.0,2170.0,3.2371,154700.0,<1H OCEAN,4.289699570815451,4.656652360515022,0.2351175587793897
47.0,846.0,1.8077,54100.0,INLAND,5.162790697674419,2.8106312292358804,0.1981981981981982
18.0,1210.0,1.1136,47800.0,INLAND,4.430232558139535,3.5174418604651163,0.23228346456692914
27.0,1737.0,3.1213,78800.0,INLAND,4.434125269978401,3.751619870410367,0.22454943984413053
6.0,2502.0,2.4827,177500.0,<1H OCEAN,4.622371740958789,2.1042893187552565,0.25
52.0,905.0,2.7054,141700.0,INLAND,5.741214057507987,2.891373801916933,0.18475236505286588
15.0,703.0,3.5625,165500.0,INLAND,16.611764705882354,2.756862745098039,0.17776203966005666
6.0,1543.0,2.8548,138500.0,INLAND,8.095914742451155,2.7406749555950265,0.1763931548924967
30.0,2170.0,2.3,95600.0,INLAND,5.015444015444015,4.1891891891891895,0.22055427251732102
11.0,1949.0,5.7862,269400.0,NEAR BAY,6.758558558558558,3.511711711711712,0.15062649960010663
5.0,2206.0,5.5842,159100.0,INLAND,6.92914653784219,3.5523349436392913,0.142458749709505
32.0,1888.0,3.5461,146400.0,<1H OCEAN,3.9672131147540983,5.158469945355192,0.2513774104683196
37.0,893.0,1.6213,69500.0,INLAND,4.593220338983051,3.7838983050847457,0.25
34.0,943.0,2.4219,83900.0,INLAND,4.950177935943061,3.3558718861209966,0.2135154565061107
20.0,676.0,3.7426,135500.0,INLAND,5.940677966101695,2.864406779661017,0.16833095577746077
32.0,1678.0,5.0025,234900.0,<1H OCEAN,5.9321100917431195,3.078899082568807,0.17104856170739252
37.0,889.0,4.0049,190000.0,<1H OCEAN,5.124087591240876,3.2445255474452557,0.18945868945868946
35.0,484.0,6.1648,371900.0,<1H OCEAN,5.850574712643678,2.781609195402299,0.16601178781925344
1.0,32.0,4.875,141700.0,INLAND,5.533333333333333,2.1333333333333333,0.18072289156626506
17.0,2150.0,4.5938,251200.0,NEAR OCEAN,5.28978978978979,3.2282282282282284,0.18989497587283566
13.0,2450.0,4.7179,376700.0,NEAR OCEAN,5.020175438596492,2.1491228070175437,0.21701904595491875
17.0,952.0,4.4148,239200.0,<1H OCEAN,5.8563049853372435,2.7917888563049855,0.1702553830746119
29.0,3432.0,1.7083,166700.0,<1H OCEAN,2.8986371379897786,2.9233390119250426,0.401704378489568
34.0,1079.0,7.7865,423900.0,<1H OCEAN,6.303258145363409,2.7042606516290726,0.15944333996023857
17.0,973.0,5.5,222000.0,<1H OCEAN,7.066037735849057,3.059748427672956,0.15131286159323543
6.0,1378.0,6.1463,335500.0,<1H OCEAN,7.181262729124236,2.8065173116089612,0.15853658536585366
7.0,1518.0,3.5684,78700.0,INLAND,4.670715249662618,2.048582995951417,0.24819416353655013
52.0,1433.0,3.25,214200.0,<1H OCEAN,4.324561403508772,2.5140350877192983,0.24787018255578094
35.0,911.0,3.375,149700.0,NEAR BAY,5.326470588235294,2.679411764705882,0.20817228050800662
36.0,660.0,3.0,79700.0,INLAND,5.5369127516778525,2.214765100671141,0.1896969696969697
18.0,4276.0,6.5515,319600.0,<1H OCEAN,6.552117263843648,3.482084690553746,0.1517524235645041
14.0,1172.0,7.6107,500001.0,<1H OCEAN,6.775132275132275,3.1005291005291005,0.1577508785630613
42.0,2112.0,2.7148,166800.0,<1H OCEAN,4.222052067381317,3.2343032159264933,0.2586144359811389
16.0,574.0,3.0035,94600.0,<1H OCEAN,4.46,1.64,0.242152466367713
19.0,2332.0,3.7766,177000.0,<1H OCEAN,5.138211382113822,4.739837398373984,0.21914556962025317
18.0,1038.0,8.3956,353600.0,NEAR BAY,8.332344213649852,3.080118694362018,0.12001424501424501
52.0,2309.0,1.6184,225000.0,<1H OCEAN,2.17039586919105,3.974182444061962,0.48850118953211735
29.0,2413.0,2.8169,165100.0,<1H OCEAN,4.266558966074314,3.898222940226171,0.2411965164710337
34.0,532.0,3.0687,88500.0,INLAND,4.08029197080292,3.883211678832117,0.24865831842576028
17.0,1587.0,3.2727,176000.0,<1H OCEAN,5.234177215189874,2.5110759493670884,0.21765417170495768
44.0,820.0,5.6826,300000.0,NEAR OCEAN,4.748387096774193,2.6451612903225805,0.18682065217391305
35.0,911.0,3.4398,134300.0,INLAND,5.505119453924915,3.1092150170648463,0.18474891506509608
24.0,342.0,2.8261,146500.0,<1H OCEAN,4.532994923857868,1.736040609137056,0.23404255319148937
27.0,2028.0,2.4808,157600.0,NEAR BAY,4.017316017316017,2.9264069264069263,0.25969827586206895
30.0,2524.0,1.3177,74300.0,INLAND,4.268135904499541,2.317722681359045,0.2693631669535284
44.0,440.0,2.8859,120800.0,<1H OCEAN,5.610062893081761,2.7672955974842766,0.15582959641255606
34.0,621.0,3.6042,73600.0,INLAND,5.538461538461538,2.985576923076923,0.18055555555555555
24.0,2437.0,2.2746,225000.0,NEAR BAY,2.9361207897793262,2.8304297328687573,0.37460443037974683
42.0,1392.0,4.3646,211400.0,<1H OCEAN,5.212765957446808,3.2907801418439715,0.20453514739229026
18.0,2071.0,4.3836,102000.0,INLAND,6.057575757575758,3.1378787878787877,0.18609304652326164
15.0,2097.0,3.3617,178100.0,NEAR BAY,4.1923076923076925,2.8804945054945055,0.2490170380078637
23.0,3037.0,6.9223,338400.0,<1H OCEAN,7.069943289224953,2.8705103969754253,0.1449197860962567
23.0,245.0,2.0134,142500.0,NEAR BAY,4.046153846153846,1.8846153846153846,0.2889733840304182
42.0,711.0,1.8681,59700.0,INLAND,4.377049180327869,3.8852459016393444,0.21972534332084895
21.0,537.0,1.95,61000.0,INLAND,5.510729613733906,2.3047210300429186,0.2383177570093458
52.0,955.0,3.8259,253100.0,NEAR OCEAN,6.3156146179401995,3.1727574750830563,0.17622304050499737
18.0,2051.0,2.675,117100.0,NEAR OCEAN,6.0263691683569975,4.1602434077079105,0.20397172669134972
25.0,1559.0,2.7101,99500.0,INLAND,4.837320574162679,2.4864433811802233,0.21925486317177711
23.0,806.0,1.7734,41400.0,INLAND,4.283783783783784,3.630630630630631,0.24710830704521555
15.0,1834.0,5.6293,197600.0,NEAR BAY,6.4192307692307695,3.526923076923077,0.15937687237866988
24.0,676.0,5.2017,364600.0,<1H OCEAN,6.21978021978022,2.4761904761904763,0.17491166077738515
24.0,1869.0,3.2841,167000.0,INLAND,5.137176938369781,3.7157057654075545,0.20123839009287925
37.0,931.0,2.8,137500.0,<1H OCEAN,4.82051282051282,3.9786324786324787,0.24202127659574468
16.0,3343.0,2.5473,106300.0,INLAND,4.2255054432348365,5.199066874027994,0.22856091277143908
13.0,1672.0,3.2303,201300.0,<1H OCEAN,3.6643518518518516,3.8703703703703702,0.2994314592545799
11.0,441.0,4.7679,169500.0,<1H OCEAN,6.390804597701149,2.5344827586206895,0.1474820143884892
52.0,600.0,5.7524,393600.0,<1H OCEAN,5.794466403162056,2.3715415019762847,0.17326057298772168
26.0,1333.0,6.1601,266100.0,<1H OCEAN,6.395408163265306,3.4005102040816326,0.15676106900678102
36.0,688.0,3.1523,176700.0,<1H OCEAN,4.980842911877395,2.636015325670498,0.23384615384615384
27.0,332.0,1.0714,63800.0,INLAND,2.9645390070921986,2.354609929078014,0.38995215311004783
19.0,648.0,3.8698,500001.0,<1H OCEAN,4.386243386243386,1.7142857142857142,0.2575392038600724
20.0,459.0,3.175,191700.0,NEAR OCEAN,4.774590163934426,1.8811475409836065,0.23090128755364808
43.0,837.0,3.0405,188000.0,<1H OCEAN,4.6657142857142855,2.3914285714285715,0.21739130434782608
10.0,763.0,4.975,166700.0,<1H OCEAN,4.70873786407767,1.8519417475728155,0.22938144329896906
52.0,1258.0,3.9783,374100.0,<1H OCEAN,4.532307692307692,1.9353846153846155,0.23591310251188052
52.0,1926.0,1.5923,56000.0,INLAND,5.537423312883435,2.36319018404908,0.2182583647241303
15.0,1283.0,3.3724,137900.0,<1H OCEAN,5.4078711985688726,2.295169946332737,0.2060866688719815
16.0,613.0,6.0302,273100.0,INLAND,7.008849557522124,2.7123893805309733,0.16666666666666666
44.0,1105.0,3.2222,186500.0,<1H OCEAN,4.343669250645995,2.855297157622739,0.24211778703152886
52.0,1392.0,4.0,355300.0,NEAR BAY,4.647058823529412,2.4083044982698962,0.22561429635145197
37.0,1977.0,2.543,208100.0,<1H OCEAN,4.550314465408805,3.108490566037736,0.22771250863856254
32.0,2052.0,1.9076,55800.0,INLAND,3.7895752895752897,3.9613899613899615,0.2587875700458482
28.0,2452.0,2.6071,175900.0,INLAND,4.76592082616179,4.220309810671257,0.22788010111953774
11.0,1393.0,5.5875,259300.0,<1H OCEAN,5.853300733496333,3.4058679706601467,0.1683375104427736
16.0,1695.0,1.9,81600.0,INLAND,4.975133214920071,3.0106571936056836,0.21920742591931452
22.0,1270.0,5.1149,235700.0,<1H OCEAN,5.696891191709844,3.290155440414508,0.16416552978626647
45.0,1098.0,3.7552,296600.0,NEAR OCEAN,5.178362573099415,3.210526315789474,0.19706380575945792
14.0,851.0,3.45,164100.0,<1H OCEAN,5.794871794871795,3.1172161172161172,0.1902654867256637
10.0,1584.0,5.3812,235400.0,<1H OCEAN,5.316037735849057,2.490566037735849,0.21561668145519078
22.0,1478.0,4.0878,164400.0,NEAR BAY,5.046747967479675,3.0040650406504064,0.21264599275070478
28.0,1520.0,3.9063,225000.0,NEAR BAY,4.160847880299252,1.8952618453865338,0.25621816002397363
6.0,810.0,3.625,135700.0,<1H OCEAN,4.618012422360248,2.515527950310559,0.24344317417619368
52.0,249.0,1.7763,312500.0,<1H OCEAN,3.0526315789473686,4.368421052631579,0.3793103448275862
36.0,632.0,3.5962,93600.0,INLAND,6.095419847328245,2.4122137404580153,0.18847839699436444
18.0,2899.0,3.9784,113500.0,INLAND,4.718954248366013,3.7895424836601306,0.21385041551246536
33.0,1354.0,3.9773,131300.0,NEAR BAY,4.716627634660422,3.17096018735363,0.2035749751737835
38.0,1260.0,3.0905,78200.0,INLAND,5.951648351648352,2.769230769230769,0.16986706056129985
45.0,1690.0,3.0476,456200.0,<1H OCEAN,4.366245694603903,1.9402985074626866,0.2550617933210623
52.0,1167.0,2.0284,101600.0,INLAND,4.511904761904762,2.3154761904761907,0.2510993843447669
37.0,1092.0,1.6333,94500.0,<1H OCEAN,3.67032967032967,4.0,0.2694610778443114
36.0,763.0,3.5179,161400.0,<1H OCEAN,6.013888888888889,3.5324074074074074,0.1585835257890685
43.0,1029.0,3.7318,327700.0,NEAR BAY,4.13,2.058,0.25907990314769974
6.0,2551.0,3.0723,137300.0,<1H OCEAN,6.269858541893362,2.7758433079434166,0.19350919819507115
31.0,2338.0,3.0727,242600.0,INLAND,4.197685631629701,2.2545805207328833,0.2566046404778314
28.0,1877.0,5.7251,272600.0,<1H OCEAN,5.948387096774193,3.0274193548387096,0.17163774403470716
22.0,195.0,2.4211,268800.0,INLAND,5.046511627906977,2.2674418604651163,0.20506912442396313
11.0,718.0,4.226,166700.0,<1H OCEAN,3.718840579710145,2.081159420289855,0.303975058456742
33.0,1621.0,4.1372,265200.0,<1H OCEAN,4.91120218579235,2.2144808743169397,0.21835883171070933
25.0,2725.0,4.1865,154300.0,INLAND,6.03139534883721,3.1686046511627906,0.1800655484866011
29.0,894.0,7.6526,481300.0,<1H OCEAN,7.01432664756447,2.561604584527221,0.14460784313725492
31.0,1091.0,1.689,102600.0,<1H OCEAN,3.800711743772242,3.882562277580071,0.25374531835205993
15.0,1414.0,4.0484,165600.0,<1H OCEAN,5.389915966386555,2.376470588235294,0.20174618023074525
24.0,2819.0,4.1378,216500.0,<1H OCEAN,4.582306830907055,3.156774916013438,0.21823069403714565
35.0,1056.0,4.0893,215700.0,<1H OCEAN,5.26775956284153,2.8852459016393444,0.18672199170124482
10.0,1378.0,1.9049,222200.0,<1H OCEAN,3.689655172413793,3.6551724137931036,0.301941049604601
41.0,1813.0,2.1157,156900.0,NEAR OCEAN,5.1995708154506435,3.890557939914163,0.19356170037144035
12.0,1097.0,4.5568,170100.0,INLAND,6.304843304843305,3.1253561253561255,0.1735201084500678
